domain,epochs,iter,样本数,F1,EM
bridgeroberta_finetune,10,2,128,0.6196200000000001,0.47054999999999997
bridgeroberta_finetune,10,2,256,0.75649,0.62126
bridgeroberta_finetune,10,2,512,0.8146600000000002,0.6819999999999998
bridgeroberta_finetune,10,2,1024,0.8448499999999999,0.72827
bridgeroberta_finetune,10,2,2048,0.87721,0.77688
bridgeroberta_finetune,10,2,2844,0.9133799999999999,0.84017
bridgesplinter,10,2,16,0.32994000000000007,0.19510999999999998
bridgesplinter,10,2,32,0.5081100000000001,0.36075
bridgesplinter,10,2,64,0.6420999999999999,0.47804
bridgesplinter,10,2,128,0.72119,0.5698399999999999
bridgesplinter,10,2,256,0.78427,0.64649
bridgesplinter,10,2,512,0.8162,0.6852699999999998
bridgesplinter,10,2,1024,0.85465,0.73669
bridgesplinter,10,2,2048,0.88369,0.78529
bridgesplinter,10,2,2844,0.9303600000000001,0.86846
